MODEL,FOLD,DATASET,COLOR_SPACE,WEIGHTED_LOSS,TRUE_NEGATIVES,FALSE_POSITIVES,FALSE_NEGATIVES,TRUE_POSITIVES,LOSS,ACC,SENSITIVITY,SPECIFITY,PRECISION,F1,AUC,MCC
efficientnet,0,ROS,RGB,True,276,2,2,5,0.09576086464681123,0.9859649122807018,0.7142857142857143,0.9928057553956835,0.7142857142857143,0.7142857142857143,0.853545734840699,0.7070914696813977
vgg,0,ROS,RGB,True,275,3,1,6,0.08224427422004131,0.9859649122807018,0.8571428571428571,0.9892086330935251,0.6666666666666666,0.75,0.9231757451181911,0.7491113641626332
