MODEL,FOLD,DATASET,COLOR_SPACE,WEIGHTED_LOSS,TRUE_NEGATIVES,FALSE_POSITIVES,FALSE_NEGATIVES,TRUE_POSITIVES,LOSS,ACC,SENSITIVITY,SPECIFITY,PRECISION,F1,AUC,MCC
efficientnet,3,ROS,RGB,False,46,10,11,45,0.5897153488227299,0.8125,0.8035714285714286,0.8214285714285714,0.8181818181818182,0.8108108108108109,0.8125,0.6250996730729564
efficientnet,4,ROS,RGB,False,45,11,32,24,0.5529928207397461,0.6160714285714285,0.42857142857142855,0.8035714285714286,0.6857142857142857,0.5274725274725275,0.6160714285714286,0.25041709177206134
efficientnet,5,ROS,RGB,False,47,7,12,42,0.43173838324016994,0.8240740740740741,0.7777777777777778,0.8703703703703703,0.8571428571428571,0.8155339805825242,0.8240740740740741,0.6509445549041193
efficientnet,1,ROS,RGB,True,0,58,0,58,0.28250938653945923,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet,2,ROS,RGB,True,0,58,0,58,0.242701413302586,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet,3,ROS,RGB,True,0,56,0,56,0.27069246768951416,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet,4,ROS,RGB,True,0,56,0,56,0.26584987129483906,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet,5,ROS,RGB,True,0,54,0,54,0.2923077808486091,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet,1,ROS,RGB,False,153,15,26,142,0.2969676334233511,0.8779761904761905,0.8452380952380952,0.9107142857142857,0.9044585987261147,0.8738461538461538,0.8779761904761905,0.757578043535524
efficientnet,2,ROS,RGB,False,148,18,5,161,0.1748943759734372,0.9307228915662651,0.9698795180722891,0.891566265060241,0.8994413407821229,0.9333333333333333,0.9307228915662651,0.8640996049146427
efficientnet,3,ROS,RGB,False,146,20,22,144,0.3490671683327261,0.8734939759036146,0.8674698795180723,0.8795180722891566,0.8780487804878049,0.8727272727272727,0.8734939759036144,0.7470421737034137
efficientnet,4,ROS,RGB,False,150,15,7,158,0.19975094930692153,0.9333333333333333,0.9575757575757575,0.9090909090909091,0.9132947976878613,0.9349112426035503,0.9333333333333333,0.8676871377613512
efficientnet,5,ROS,RGB,False,158,7,9,156,0.17141415810946262,0.9515151515151515,0.9454545454545454,0.9575757575757575,0.9570552147239264,0.9512195121951219,0.9515151515151514,0.9030966486554775
